ID,Group,Feature_1,Feature_2,Feature_3
ID551,B,2452.2964569973774,381.96754771434956,4907.078088140468
ID778,C,2602.7326260033055,381.5898927147825,-2214.4619899417726
ID147,B,1979.426593459286,399.79455795603394,3965.4123772183693
ID695,B,3010.3056193466937,422.1797645111525,6006.676226249735
ID842,A,2580.327242832178,407.7470418929856,5709.478953344406
ID580,C,2381.309318136709,395.33075911620165,-1966.3607899192582
ID149,C,2397.417158065473,397.51781686693016,-1982.6965133573583
ID354,A,1912.0321468300417,381.9812178808643,3833.512341503495
ID569,C,2326.197135757632,411.20355167000736,-1902.3789440450773
ID564,C,2185.001929584691,385.31006639465977,-1803.9146952502344
ID473,C,2585.032442793403,395.0719583462134,-2194.0908314377266
ID461,A,2433.237128815512,376.2507715123665,5410.892153940547
ID758,C,2884.2236152028418,408.86069600256616,-2453.5080802212146
ID533,B,2975.3239533925416,373.97575412488925,5945.375442874898
ID629,A,2415.7524430661488,424.16685013142524,5121.948338277279
ID417,A,3303.5971612573594,395.8428207517755,7928.155392765516
ID296,B,2476.8118715644814,381.67342769882134,4941.600273613855
ID327,C,2515.101541897667,400.31377722585154,-2123.466599797424
ID458,C,1695.107175447002,425.4732229051417,-1268.3533794933878
ID329,B,2868.899219281943,389.9208735316484,5750.8692089975
ID420,B,2269.9545123321473,382.1033133619668,4562.402447862008
ID752,B,2359.8401961101144,400.00582182790345,4716.72095075487
ID677,A,2574.2715180163923,399.41793630803227,5713.761798562845
ID486,B,2780.647405450955,368.94859511688696,5556.503081733619
ID289,B,2940.4769162163625,411.73896942723087,5880.749899803268
ID819,A,2393.0299687326788,407.6347873911248,5146.187718107132
ID830,C,2660.0769832811916,378.8659354288773,-2290.3900113487784
ID527,A,2760.342342834843,406.35022257755884,6261.002954696931
ID858,C,2684.6725249062742,366.2680053116705,-2316.5957953241664
ID153,C,2689.3100141264154,415.8772134929219,-2259.759301184181
ID899,A,2311.982022507701,427.652106015669,4793.71589917027
ID246,A,2294.7036443399506,394.810816184356,4905.86240290494
ID243,B,2237.0529112354266,387.39341301342404,4472.738461023049
ID570,B,3059.4273791857013,392.12820432194223,6120.146642230173
ID562,B,2661.8541327353655,391.648911470896,5326.041219159343
ID478,A,2863.3140722515104,402.77738828317234,6577.597458037056
ID663,A,2628.0666954858325,402.3158158647991,5890.894432458652
ID302,B,2377.7861693740133,421.1066207791444,4745.8599598255005
ID617,C,2530.732702551257,385.76437825314923,-2138.6461210727484
ID591,B,2845.633300329585,395.1694484274181,5697.528216626726
ID717,C,2698.1198930639443,422.2153990353286,-2278.406395251234
ID500,B,2400.8291431839248,373.2159502073524,4797.782666643313
ID645,B,2491.348434301223,395.80628528244466,4985.201889864229
ID531,C,2511.3928597757417,385.7376852011726,-2146.650252453055
ID190,C,2397.6780800383226,378.2061043629503,-2035.7544553965517
ID727,A,1978.4817731228432,362.89430702910016,4117.420414156492
ID876,C,3122.3453234183435,420.3975121025674,-2680.401559378858
ID248,A,2694.2311029171187,399.286530511412,6093.708418055218
ID685,A,2599.6576914854872,402.44377900305267,5786.596802924193
ID398,B,2461.833622613501,403.24171006321825,4925.513502581552
ID691,C,2254.0757561925184,381.39180815694476,-1886.745412280293
ID847,C,2460.8504951219475,384.9413691691842,-2056.699191582595
ID895,A,2560.36246345533,388.7623858396845,5749.451319966216
ID501,C,2492.5120941663017,413.4491901551882,-2069.708100732497
ID714,B,2654.113784700238,416.02730104772206,5303.065271864652
ID737,B,2860.001467550281,395.9997431891012,5720.076280490696
ID594,A,2800.6519548662045,402.7264329895643,6390.790752778723
ID365,C,2505.706921917893,367.39480501780537,-2123.958329915784
ID427,C,2359.160903598984,395.7120374091158,-1941.7721139504984
ID782,C,2414.2082609684408,428.80422585030743,-1994.0275769440439
ID716,A,2585.8124549919007,403.1760746706654,5721.643065305442
ID344,A,2494.1775853295812,376.2528628547481,5617.512765229551
ID715,C,2624.616526196032,402.0387659784856,-2209.4026755741097
ID824,C,2229.9260895520038,395.1815705941334,-1857.0543266069094
ID144,B,3035.3967116965523,405.07256799065794,6083.506812183781
ID806,A,2673.480790392956,406.10275762458855,5976.175843789624
ID263,A,2616.2828849122625,397.2632114250634,5842.215469860882
ID293,B,2304.678562229271,394.23562358734296,4592.660279699934
ID832,A,2424.8873996362217,419.1235190619507,5172.292370930015
ID451,B,2934.078754987389,412.29686867740907,5867.130142521799
ID776,C,2605.6074786746544,427.35415988076164,-2178.399269590338
ID475,A,2448.483287992183,417.5373778602116,5246.611996794931
ID238,C,2586.3093795897153,397.96545881910544,-2195.827732989745
ID456,C,2826.55776917845,405.7121423066407,-2421.7528275378063
ID553,A,2525.4963122973527,385.1509593317303,5632.254159028928
ID833,A,2541.3690044462146,411.44655466137164,5572.8396293614
ID671,A,2107.894789846424,385.23247008503347,4389.383348703108
ID205,A,1998.2928024609973,395.38577813240255,4015.6572709562083
ID140,C,2745.987029874545,405.83481441178157,-2353.5532189228443
ID463,B,2566.2985363745584,392.676255365127,5115.344469312206
ID851,B,2698.497349291818,392.5672365501155,5409.512294454787
ID362,B,2630.1369619790858,381.1822973665279,5276.440146481472
ID282,A,2499.541946282565,399.20245728370116,5509.828359850656
ID504,C,2734.52466845609,404.6407508708593,-2338.2524420293958
ID295,B,2812.1491824896416,424.02018413546915,5613.14008546936
ID637,C,2647.362966456224,409.6298400900968,-2244.3379400894833
ID877,B,2467.209945397196,410.82922826723484,4925.705937024344
ID841,C,2564.2567924279106,402.84110816874824,-2168.8610886655156
ID223,B,2426.174457260603,415.44393266769214,4830.98423798766
ID802,A,2633.3636394904643,401.93207273909564,5900.958385687359
ID245,C,2834.910633370772,397.3252263575234,-2452.624437924213
ID445,C,2855.2599003023984,384.78948860378785,-2457.6591028849457
ID741,C,2594.3636520098116,389.8056430567062,-2206.942823862224
ID299,A,2849.349291571696,386.2330286022515,6616.210742243306
ID457,B,2504.4870252327614,405.747266905568,5024.296283542562
ID529,A,2697.528172426399,383.6037167822065,6152.121014433139
ID620,B,2351.88391337211,409.28127807194323,4701.103879607819
ID183,A,2720.2631951863195,416.01139700560697,6085.189925314994
ID211,A,2797.9034404812146,410.13347874337677,6351.197383143508
ID577,C,2306.957703362498,399.6321737844037,-1885.5625966808605
ID643,C,2656.4155818779345,386.1774403721261,-2250.9804942523665
ID568,C,2881.4746087526783,384.20550888084534,-2494.665209198615
ID805,A,2207.9979835224112,384.1243524385511,4705.299483984739
ID672,B,2131.6627009424064,415.24964563247306,4283.816414501655
ID342,C,2407.9818215378577,427.8058089882909,-1968.9126711768024
ID390,C,2787.596031495721,408.42693353386716,-2387.3013898197632
ID648,C,2606.2179413400636,407.0815844050516,-2191.9410508953233
ID891,B,2496.0938305775635,395.07562517596983,4981.221818976657
ID229,C,2473.254517186296,397.0114075892809,-2091.829025775861
ID470,A,2093.296887179803,387.0483653201374,4350.270704246176
ID749,A,2927.9687729944785,396.9908106775252,6823.3957722403775
ID113,B,2480.516773499206,404.31419424588995,4956.522050444963
ID661,A,2744.335135565094,391.33937775123906,6281.20240085291
ID879,B,2194.0624767209965,423.08414548656754,4379.95810419471
ID678,B,2651.1174980917676,423.4529969755177,5306.240831319308
ID615,A,2785.7951981373208,387.928662351667,6437.617933492739
ID552,B,2209.863247061444,384.98548008325434,4411.996965133755
ID439,C,2510.083027219976,397.2733751051148,-2114.615104180116
ID448,B,2147.2215431313243,401.723299791153,4305.735964012172
ID859,A,3092.5320209733563,426.13696194222166,7153.910360558895
ID150,B,2518.076009001724,390.06670972994505,5044.684161114155
ID601,C,2508.497412797691,399.1034760275892,-2104.397995057563
ID148,B,2531.4744589504326,380.5659400303483,5077.733896752651
ID796,B,2535.1710878518397,395.3291041734899,5076.933853604191
ID199,B,2538.8858501416044,404.94750860434874,5087.287266244098
ID225,A,2383.304231029118,398.85535254706974,5154.897537564553
ID314,B,2323.325748471128,377.14607079904573,4654.923228180614
ID120,C,2466.201500688181,394.30827897791437,-2063.8632206908246
ID729,A,2469.759514530134,406.0630389032618,5367.665711260117
ID709,A,2129.773020185704,411.13287528263976,4321.310918892098
ID372,C,2418.04875437517,405.4741259433068,-1993.4835923677915
ID510,C,2569.6608541863734,410.7494830202331,-2130.0705256989368
ID449,A,2581.3776263624354,425.844846168431,5611.383585459113
ID679,B,2632.8749339775513,375.3556211854388,5271.959421333739
ID250,C,2777.723673001571,393.28274930960305,-2403.6151149409925
ID703,A,3032.5329404534323,396.74552437507447,7106.309624392909
ID846,C,2495.2253312821927,340.050371226024,-2167.5286717771687
ID886,A,2537.4796780233646,356.1739799706137,5841.946813042226
ID235,B,2400.711456374138,406.46326394768147,4798.792845915828
ID890,C,2652.761944959114,394.29871325405156,-2273.6701825612613
ID762,A,3169.2107740454953,385.169092620782,7592.0934207976525
ID786,C,3099.8108348107485,398.7647703290329,-2680.7978723521383
ID880,A,2572.21259188316,393.71170930055604,5746.72620239908
ID850,B,2524.013282966496,433.88757177545165,5028.410775899926
ID202,A,2685.9571285092316,423.52456043163124,5945.007763754089
ID520,A,2851.878610418922,433.8295930263121,6390.182322323489
ID881,A,2233.540939884565,425.218484346575,4566.503370467283
ID237,A,2721.6988235912336,416.08665704094557,6099.687055434499
ID700,A,2347.655426337962,417.731975435862,4943.681614599738
ID517,C,2840.6320064066676,410.10656206543973,-2439.2089449123087
ID109,B,2380.1247923653727,373.6490765627817,4746.652105026418
ID326,B,2266.8090461125616,390.0889496361397,4519.416947497737
ID436,C,2581.1634837249853,399.49279459143924,-2178.6214844337214
ID760,A,2060.1461399627933,385.9318358984903,4236.665316178831
ID252,B,2613.2681053840593,410.43732860564836,5220.782923697625
ID821,A,2592.8728800279428,411.0975607004583,5708.421529748932
ID896,B,2285.207347807656,398.7845415490378,4588.4769062665155
ID373,C,2466.158869421689,418.3212156559119,-2047.6873711768674
ID472,B,2442.352318629922,412.8457864025022,4887.006134855106
ID186,B,2196.853657537628,382.5235247653509,4400.244456152702
ID815,C,3297.150086698039,362.8737436733251,-2930.734431325847
ID719,A,2471.2218667259103,396.02580157584094,5440.621707641304
ID352,B,2546.7170130161117,389.7182128272965,5096.5419296310165
ID826,C,2166.1220711917085,382.16289936275103,-1789.07338736687
ID145,B,2625.685940543871,394.3884340874761,5250.711796726987
ID680,B,2876.7340865848387,381.8041821670283,5767.560368615809
ID756,C,2223.0566495299036,413.39114966554905,-1806.1313658460797
ID575,A,2100.546009644313,403.2461538596864,4278.476026321892
ID515,C,2268.4017066494744,416.4553299247359,-1857.9477326669842
ID155,A,2406.328101191942,385.5204675343452,5298.732309800922
ID844,B,2695.542424221482,394.69842903034663,5391.884869832141
ID491,C,2297.058943391347,385.71657763841,-1921.2932150673603
ID754,B,2154.2932071767327,389.4415027991788,4318.760220586432
ID561,C,2282.184338878554,385.23249940346784,-1905.109645248586
ID423,A,2719.191809025133,424.94070058471567,6030.718128535449
ID389,C,1863.6851995825227,382.31211988814874,-1475.7246995226494
ID684,C,2625.362071382178,402.0968138966261,-2201.0903510243384
ID480,C,2738.3369349314576,397.23361244653904,-2356.9891461626594
ID188,C,3251.795424229458,384.9245424712435,-2864.210860392738
ID800,A,2758.5868376670587,418.9348186813252,6164.988921632562
ID817,C,2311.1897202539417,400.7746313459606,-1925.71100861805
ID781,B,1864.2908807808487,401.5662980550095,3721.228958149762
ID335,B,2756.949551343605,390.2904539492017,5537.670408289694
ID744,C,2646.8313360414786,391.2281137393667,-2257.0730773643086
ID339,B,2536.6233849347536,403.71307909920574,5074.368636009686
ID868,A,2436.8264716837907,412.72596569348974,5262.823001885167
ID702,B,2049.513370512938,387.30754233053364,4125.790737288138
ID579,A,2460.915790795996,404.31275263443445,5349.335904400221
ID135,A,2411.134498059574,403.8797341820783,5210.8940940965085
ID750,C,2612.497711006308,409.4239468940096,-2199.3161817969713
ID523,A,2554.3796370675727,424.21071668899185,5534.3863956691575
ID102,C,2551.228700093814,394.83323523558784,-2165.272477678057
ID652,B,1886.5414103102014,397.9507456710528,3756.0109702544737
ID633,C,2386.832154037229,403.8952274480347,-1955.2616535387897
ID884,A,2644.2797538105942,395.29736611102794,5943.581827086343
ID321,C,2452.2766137770386,417.2811635726599,-2030.989834844162
ID689,B,2643.0819004980012,393.860404819156,5289.761893640691
ID549,A,2424.9915830211116,363.6912989205841,5459.772230420253
ID474,C,2139.439630787438,399.3487692174958,-1740.6414242992516
ID430,B,2301.909282082474,393.6937937644708,4600.2469216481095
ID340,B,2381.0485788084566,387.55668675787007,4745.749152843192
ID827,A,3067.1171036295004,407.43520107164886,7164.642393161719
ID705,B,2780.841004834064,410.68359713762277,5555.808710851398
ID865,C,2287.3138447355273,418.5928065511118,-1871.7176756007411
ID174,C,2119.812398372446,392.60166800558494,-1745.8541126731031
ID131,C,2985.3257437367783,382.1528824732064,-2589.3202572203163
ID639,C,2524.8498850416427,398.9659148773695,-2117.1902537466613
ID267,B,2602.863389179593,410.5865487548372,5217.7372597951535
ID487,B,2169.310745832772,397.3689356873868,4353.177955612594
ID512,B,2402.081000759231,383.3936632297032,4781.865865218841
ID492,A,2394.0587329695027,395.04689375960345,5186.433720662004
ID385,C,2683.7341014278227,413.7282684772809,-2273.7285266871486
ID499,C,2739.2677908060864,427.32758704642,-2297.2641829012573
ID558,B,2516.9476232786806,406.25028227124466,5039.132429808926
ID185,A,2485.1099891098593,390.57774726836766,5484.815517896662
ID268,B,2603.3184271286764,413.5985451999935,5213.91863017353
ID718,A,1951.7621330444836,407.1679501811683,3833.965250596746
ID502,B,2762.3157238513418,396.60592597659036,5532.713125591439
ID236,A,2222.2956245919727,407.5200121350102,4634.059844673625
ID167,C,2438.090395500332,401.27666749501174,-2055.921675021355
ID194,A,2816.910982442405,419.76478836365834,6355.8648007072425
ID165,A,2371.340197753309,414.7061053400294,5039.703203590085
ID320,B,2302.018850176647,397.3900480091828,4595.846076190558
ID726,C,2415.3679956435394,407.0914308317749,-2021.005266910434
ID280,A,2083.0821848557152,391.4086412652332,4274.969541210367
ID198,A,2981.4047034429223,406.8104382428672,6927.624615949804
ID592,C,1976.8553686853186,392.0734257302175,-1601.3550661398485
ID369,C,2345.9003577076955,386.8838687303734,-1943.877252696697
ID712,B,1909.277748855939,405.74997227558407,3819.4821873900473
ID124,A,2525.0109350425614,396.2418170847404,5587.963928272419
ID253,C,2618.7017891122523,402.16124186060654,-2235.1278534521507
ID129,B,3458.9112124781805,408.67702712347875,6944.707842194646
ID606,C,2644.9489040978337,421.46558853790265,-2190.475772151031
ID331,C,2800.414224100093,401.98836096405483,-2406.2401698091912
ID885,C,2085.1234907864755,372.4515914819153,-1707.6390814469664
ID632,A,2561.812889232499,380.80611050334744,5771.787144733419
ID743,C,3050.625423792768,400.3544886213364,-2646.293189201129
ID761,A,3042.215935465478,393.9770544832521,7161.009385052947
ID349,B,2827.4334167858174,391.38736587142597,5652.837574523263
ID378,C,2374.794773237218,398.9292127024552,-1987.2856903755276
ID438,B,2424.135543465615,397.312761272568,4857.3971959794135
ID306,C,2476.5096500264385,400.2826232046215,-2087.387382122413
ID550,B,2628.3498720529365,403.1288803709711,5274.316179724978
ID566,C,1978.3926154952592,404.37038864822557,-1574.0524589906763
ID386,A,3093.588710840455,399.8589441587276,7291.753982793188
ID735,C,2662.676252556628,398.88132505080904,-2265.7880770417382
ID471,C,2532.51700922854,380.63227721593995,-2131.3092142039336
ID690,B,2507.5262018405583,375.44927851012534,5002.423025113676
ID813,A,2425.527498223641,411.2538447537808,5216.810743859116
ID104,A,2305.169891512388,413.1994910562627,4831.076513426979
ID206,B,2199.5959089360435,379.00069867431193,4391.350789125232
ID511,B,2230.7752990777567,424.67905635810524,4473.493373406817
ID151,A,2690.7935688158645,396.72434745356645,6104.537581905491
ID387,C,1961.723245305203,395.12265296430775,-1561.6730351376807
ID738,A,2530.615743028561,403.24303778087636,5569.534742532635
ID111,A,1981.3299351083801,393.60676656266764,3987.9785272069944
ID288,B,2429.2295171671217,418.1007707478738,4857.163165408394
ID273,B,2343.21440438887,391.8502900963258,4685.029848210867
ID409,A,2364.5251076910176,400.67876574393597,5091.831155157942
ID426,C,2371.9067330475423,383.3487213144685,-1983.0949946798341
ID396,B,2109.125332190456,384.3108856936121,4231.100221713241
ID634,B,2618.3895230487574,406.14893331753353,5231.378687653332
ID746,A,2834.5786074858297,407.1814594820621,6476.937861469871
ID775,B,2363.6988559169386,405.89418656412,4716.9924300911935
ID657,A,2545.3627708578974,383.91307120341634,5712.439622454464
ID882,C,2564.2071126861924,404.0327395362851,-2161.331693373751
ID130,C,2399.4939031308677,407.0353441357305,-1976.055571181826
ID872,C,2391.7296754571785,398.49878038287034,-1981.2054479367735
ID628,A,2140.532576330819,396.9499617769499,4429.030919743147
ID164,A,3045.273175940849,394.68680963326165,7149.0054398184475
ID494,A,2888.9602100384377,427.665977913537,6528.9662156433005
ID674,A,2120.8456839484056,396.8810110858659,4399.965436883827
ID189,B,2706.7856555801127,385.6302346639625,5431.679309480079
ID668,A,2471.170868997407,380.09613123138365,5516.9081821028185
ID567,A,2346.7862188325366,414.48527826454637,4955.931289849015
ID699,B,2720.797792618047,388.0845818318219,5441.582627518252
ID870,B,2494.9481021975994,417.60167425552123,4989.575949960751
ID490,C,2318.1419774206342,401.55259560308224,-1934.2004589743337
ID495,B,2215.025390996212,407.7067871548306,4437.671818556853
ID525,A,2358.17596784545,420.13558398672313,4951.935649114094
ID839,C,2119.1105856050685,397.5128782333827,-1732.5184032729542
ID401,B,2314.8902174401524,417.36836417620947,4645.3311513300305
ID535,C,2550.5072287274647,419.7142792579981,-2133.7167954309407
ID739,B,2887.183614692493,382.83479000449717,5766.326130102793
ID829,A,2312.0293010228074,415.31483877491587,4852.506834500946
ID612,B,1823.836334395273,395.2496917346937,3670.1654757309784
ID356,A,1624.604055687813,391.19966179827594,2905.6992579001753
ID118,A,2576.8187232702694,407.3326237325368,5702.790740339031
ID742,A,2202.8401442576137,417.64588518851076,4527.6038035339325
ID260,B,2357.6365004246563,391.286735190023,4717.505069591842
ID460,A,2334.287190951941,382.78529647778964,5088.893965181147
ID315,C,2794.0522297769953,406.6646764492309,-2370.512475508269
ID483,B,3005.6467337427093,378.5429994309182,6023.307026202064
ID605,A,2617.1786371462103,408.4589471447076,5818.545540258125
ID162,C,2953.2805583602076,403.3708622915753,-2548.154903946093
ID780,B,2282.422321135741,389.84390067000453,4581.34281659603
ID708,A,2670.7544099755255,384.94265293032674,6098.124927718141
ID361,B,2709.422046043212,414.30916400548534,5407.1010094652365
ID759,B,2407.8466991490995,402.89310167718867,4806.286072133044
ID820,B,2481.270491685138,387.50210072494474,4963.851615041784
ID736,C,2573.1141739677573,400.36445586261203,-2188.7248070113715
ID748,A,2293.055327342728,403.5852414783004,4839.397632628601
ID650,B,2278.967354457318,392.4925042834467,4557.16745498448
ID777,C,2135.1603092512796,427.4349760606116,-1698.1761937438068
ID644,A,2063.0996360107806,405.82672304664,4148.326407143113
ID816,A,2806.5023205140924,407.57083959658786,6357.711512364636
ID497,B,2568.077894398173,381.38623930812446,5138.0269649673655
ID425,B,2548.145293136433,399.0253393810932,5109.343933221046
ID437,A,3205.255144084151,384.53835959251893,7708.230563306774
ID122,B,2530.4184985303646,384.90169579982455,5073.032765824886
ID192,A,2963.5545901150103,387.0915651054319,6936.213279068486
ID522,B,2889.787856436531,389.76175509473296,5775.817948725896
ID197,C,2150.562264437677,434.9904592995059,-1720.0126641759455
ID428,C,2333.045860833876,409.0505520977652,-1907.6595611738342
ID843,B,2681.4149021055987,405.5486171509431,5348.427862970598
ID466,B,2845.2960794343235,406.3284401383109,5674.083179475683
ID358,B,2460.3544219028217,409.98055152207974,4898.438314719424
ID429,C,2374.0246456909804,350.4857040641887,-2031.965226506487
ID277,B,2867.692866048265,407.6362817651435,5751.927127427713
ID133,B,2083.291371881042,399.25166245362846,4174.466242107457
ID159,A,2320.387164887787,381.1266528854657,5043.164535128059
ID818,C,2315.826454405508,417.7739114250955,-1894.3458318572245
ID247,A,2834.2774412042586,393.12732422198053,6526.034473158695
ID518,B,2280.801597578248,353.81907442681967,4577.960508393095
ID728,A,2649.108612871343,384.2388530575364,6034.149463644441
ID177,B,2563.315261888669,392.8983818975465,5136.308767355999
ID539,A,2478.8957656183643,379.49042124199485,5551.905369357999
ID835,B,2652.4193955830733,380.2013040422096,5278.012649868799
ID317,A,2418.2344120409716,370.853176888994,5428.527217919695
ID258,B,2474.638727762085,406.60745602954796,4951.218730632232
ID855,B,2407.230929958332,419.52861522426167,4818.05972477589
ID900,A,2705.812468431488,409.2362533548269,6059.297659545861
ID239,A,2464.4240683272606,400.99347448495735,5381.128107930358
ID169,A,2258.8382940102024,392.57823813425875,4825.2103901563205
ID740,A,1684.7437258245102,420.60763572859787,2966.0753290257203
ID137,A,2436.132509266409,388.55994930253576,5359.574610812086
ID765,A,2597.846855310332,410.21113829404584,5741.973662389383
ID862,C,2114.8907775206317,388.49909679718144,-1722.4618811236778
ID419,B,1792.1454172871252,415.86808154533566,3602.834460463801
ID221,C,2567.158176836083,387.32522748234317,-2192.412173536916
ID391,A,2015.5711837302458,388.4677831708962,4108.707786884381
ID218,A,2135.839144011179,433.7833479028035,4222.813211040828
ID112,A,2251.07554370512,457.44058213085356,4468.4935528141605
ID596,A,2555.3189766887554,418.04929826547016,5568.381278301929
ID175,A,2800.0585126177457,414.88714011929136,6319.179529475807
ID123,A,3265.33921774261,388.86046809909345,7879.479511447195
ID447,B,2664.6028209787896,386.9418140001948,5334.5177477188645
ID411,A,2124.7100495065833,399.732405402866,4384.242675185912
ID184,A,2153.7997668292346,390.8000496572816,4497.150014722798
ID364,A,2251.340265461192,413.20418945151755,4672.839676378932
ID600,B,2335.428428617105,415.8075382047505,4664.507184665547
ID528,C,2429.6930933710546,408.9618793995148,-2011.842429983583
ID379,A,2897.197234363835,367.5554443690927,6839.881182945343
